airline,flightnumber,departureairport,arrivalairport,origindate,operationtime,departureorarrival,aircraftterminal,status,aircrafttype
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
AH,6292,ALG,DJG,2024-12-04,2024-12-04T22:30:00Z,Departure,1,SCT,737
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,GCL,320
AH,6471,GHA,ALG,2024-12-03,2024-12-03T18:20:00Z,Arrival,1,ONB,AT7
AH,1011,ORY,ALG,2024-12-03,2024-12-03T15:24:00Z,Arrival,4,ONB,738
SV,341,JED,ALG,2024-12-04,2024-12-04T13:30:00Z,Arrival,1,SCT,773
LH,1317,ALG,FRA,2024-12-04,2024-12-04T14:00:00Z,Departure,4,OFB,320
AH,3001,SVO,ALG,2024-12-04,2024-12-04T07:44:00Z,Arrival,4,ONB,738
AH,6226,ALG,HME,2024-12-03,2024-12-03T19:55:00Z,Departure,1,OFB,AT7
AH,6289,TMR,ALG,2024-12-04,2024-12-04T11:55:00Z,Arrival,1,SCT,736
AH,1045,TLS,ALG,2024-12-03,2024-12-03T20:40:00Z,Arrival,4,SCT,736
AH,1507,CDG,ALG,2024-12-03,2024-12-03T21:08:00Z,Arrival,4,ONB,320
AH,485,JED,ALG,2024-12-04,2024-12-04T06:05:00Z,Arrival,4,SCT,330
AH,6070,ALG,LOO,2024-12-04,2024-12-04T11:10:00Z,Departure,1,SCT,AT7
AH,1214,ALG,CDG,2024-12-04,2024-12-04T13:15:00Z,Departure,4,SCT,736
AH,6150,CBH,ALG,2024-12-04,2024-12-04T01:52:00Z,Arrival,1,ONB,736
TK,655,IST,ALG,2024-12-03,2024-12-03T22:15:00Z,Arrival,4,SCT,737
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:30:00Z,Arrival,4,SCT,738
AH,6107,ORN,ALG,2024-12-04,2024-12-04T06:47:00Z,Arrival,1,ONB,738
AH,6161,TMX,ALG,2024-12-04,2024-12-04T02:07:00Z,Arrival,1,ONB,736
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,OFB,320
AH,4036,ALG,CAI,2024-12-04,2024-12-04T20:30:00Z,Departure,4,SCT,320
AH,1023,MRS,ALG,2024-12-04,2024-12-04T12:10:00Z,Arrival,4,SCT,738
AH,4064,ALG,AMM,2024-12-04,2024-12-04T15:25:00Z,Departure,4,SCT,738
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,BST,737
SF,1918,ALG,HME,2024-12-04,2024-12-04T10:15:00Z,Departure,1,SCT,738
AH,5010,ALG,DSS,2024-12-04,2024-12-04T20:10:00Z,Departure,4,SCT,738
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,738
AH,1231,CDG,ALG,2024-12-04,2024-12-04T10:03:00Z,Arrival,4,ONB,738
AH,1001,CDG,ALG,2024-12-03,2024-12-03T16:29:00Z,Arrival,4,ONB,738
TK,651,IST,ALG,2024-12-04,2024-12-04T10:34:00Z,Arrival,4,ONB,738
AH,6196,ALG,CZL,2024-12-04,2024-12-04T11:20:00Z,Departure,1,SCT,AT7
AH,6238,ALG,TMR,2024-12-03,2024-12-03T22:00:00Z,Departure,1,SCT,738
AH,1005,ORY,ALG,2024-12-04,2024-12-04T18:05:00Z,Arrival,4,SCT,330
AH,1075,LIL,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,320
IB,930,ALG,MAD,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,320
AH,6292,ALG,DJG,2024-12-04,2024-12-04T22:30:00Z,Departure,1,SCT,737
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
AH,4079,DOH,ALG,2024-12-03,2024-12-03T15:27:00Z,Arrival,4,ONB,330
AH,1011,ORY,ALG,2024-12-04,2024-12-04T15:10:00Z,Arrival,4,SCT,738
AF,1554,CDG,ALG,2024-12-04,2024-12-04T10:25:00Z,Arrival,4,SCT,320
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:31:00Z,Arrival,4,ONB,737
AH,1075,LIL,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,320
AH,6182,ALG,ORN,2024-12-04,2024-12-04T12:30:00Z,Departure,1,BST,AT7
AH,1020,ALG,MRS,2024-12-04,2024-12-04T13:20:00Z,Departure,4,SCT,738
AF,1855,ALG,CDG,2024-12-04,2024-12-04T14:40:00Z,Departure,4,SCT,320
SF,3001,CDG,ALG,2024-12-04,2024-12-04T23:15:00Z,Arrival,4,SCT,738
AH,4000,ALG,TUN,2024-12-04,2024-12-04T07:10:00Z,Departure,4,SCT,737
AH,2071,FRA,ALG,2024-12-04,2024-12-04T17:20:00Z,Arrival,4,SCT,736
AH,3014,ALG,IST,2024-12-03,2024-12-03T20:00:00Z,Departure,4,BST,320
AH,1009,ORY,ALG,2024-12-04,2024-12-04T09:50:00Z,Arrival,4,SCT,738
AH,6253,ELU,ALG,2024-12-04,2024-12-04T15:40:00Z,Arrival,1,SCT,736
SF,2382,ALG,CBH,2024-12-04,2024-12-04T19:00:00Z,Departure,1,SCT,DH4
VY,7990,ALG,MRS,2024-12-04,2024-12-04T11:20:00Z,Departure,4,SCT,320
AH,5322,ALG,OUA,2024-12-04,2024-12-04T20:55:00Z,Departure,4,SCT,736
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:50:00Z,Arrival,4,SCT,737
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,738
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,SCT,736
AH,1012,ALG,CDG,2024-12-04,2024-12-04T16:40:00Z,Departure,4,SCT,320
AH,2015,BCN,ALG,2024-12-04,2024-12-04T20:25:00Z,Arrival,4,SCT,738
AH,1005,ORY,ALG,2024-12-04,2024-12-04T18:05:00Z,Arrival,4,SCT,330
SF,1501,HRM,ALG,2024-12-04,2024-12-04T09:15:00Z,Arrival,1,ONB,DH2
SF,1874,ALG,ORN,2024-12-04,2024-12-04T08:30:00Z,Departure,1,BST,738
TK,654,ALG,IST,2024-12-03,2024-12-03T17:35:00Z,Departure,4,OFB,321
AH,1003,CDG,ALG,2024-12-04,2024-12-04T13:32:00Z,Arrival,4,ONB,738
SF,1923,BLJ,ALG,2024-12-05,2024-12-05T10:20:00Z,Arrival,1,SCT,738
AH,1008,ALG,ORY,2024-12-03,2024-12-03T18:35:00Z,Departure,4,BST,738
VF,274,ALG,SAW,2024-12-04,2024-12-04T14:25:00Z,Departure,1,SCT,738
TU,374,TUN,ALG,2024-12-04,2024-12-04T13:36:00Z,Arrival,4,ONB,320
TO,7315,ALG,SXB,2024-12-04,2024-12-04T10:40:00Z,Departure,4,SCT,738
AH,3018,ALG,IST,2024-12-05,2024-12-05T22:10:00Z,Departure,4,SCT,73H
AH,1230,ALG,CDG,2024-12-03,2024-12-03T18:45:00Z,Departure,4,GCL,738
AH,1011,ORY,ALG,2024-12-04,2024-12-04T15:10:00Z,Arrival,4,SCT,738
LH,1318,FRA,ALG,2024-12-03,2024-12-03T23:55:00Z,Arrival,4,SCT,320
AH,1231,CDG,ALG,2024-12-04,2024-12-04T10:03:00Z,Arrival,4,ONB,738
AH,300,ALG,MED,2024-12-04,2024-12-04T21:20:00Z,Departure,1,SCT,330
AH,5324,ALG,NIM,2024-12-04,2024-12-04T20:35:00Z,Departure,4,SCT,736
SF,1321,IAM,ALG,2024-12-04,2024-12-04T17:00:00Z,Arrival,1,SCT,738
AH,6292,ALG,DJG,2024-12-03,2024-12-03T23:20:00Z,Departure,1,SCT,736
TO,7315,ALG,SXB,2024-12-04,2024-12-04T10:40:00Z,Departure,4,OFB,738
AH,5011,DSS,ALG,2024-12-04,2024-12-04T06:25:00Z,Arrival,4,SCT,738
AH,5011,DSS,ALG,2024-12-04,2024-12-04T06:25:00Z,Arrival,4,SCT,738
AH,6238,GHA,ALG,2024-12-04,2024-12-04T04:15:00Z,Arrival,1,ONB,738
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,SCT,738
SF,1803,HME,ALG,2024-12-04,2024-12-04T08:05:00Z,Arrival,1,LAN,738
TU,338,TUN,ALG,2024-12-04,2024-12-04T09:30:00Z,Arrival,4,DX,320
SV,343,JED,ALG,2024-12-03,2024-12-03T21:40:00Z,Arrival,1,SCT,777
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,SCT,737
AH,1172,ALG,MLH,2024-12-04,2024-12-04T11:30:00Z,Departure,4,BST,738
AH,1215,CDG,ALG,2024-12-03,2024-12-03T19:00:00Z,Arrival,4,ONB,738
AH,2062,ALG,BRU,2024-12-04,2024-12-04T10:05:00Z,Departure,4,SCT,738
AH,1037,LYS,ALG,2024-12-04,2024-12-04T14:25:00Z,Arrival,4,SCT,320
AH,1025,MRS,ALG,2024-12-05,2024-12-05T09:10:00Z,Arrival,4,SCT,736
TK,656,ALG,IST,2024-12-04,2024-12-04T23:55:00Z,Departure,4,SCT,32R
AF,1854,CDG,ALG,2024-12-04,2024-12-04T13:00:00Z,Arrival,4,ONB,32A
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:30:00Z,Arrival,4,SCT,738
BA,2816,LGW,ALG,2024-12-04,2024-12-04T12:26:00Z,Arrival,4,ONB,320
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,SCT,738
AH,3017,IST,ALG,2024-12-04,2024-12-04T17:55:00Z,Arrival,4,SCT,738
AH,1231,CDG,ALG,2024-12-04,2024-12-04T10:03:00Z,Arrival,4,LAN,738
AH,300,ALG,MED,2024-12-04,2024-12-04T21:20:00Z,Departure,1,SCT,330
AH,1001,CDG,ALG,2024-12-04,2024-12-04T16:45:00Z,Arrival,4,SCT,738
AH,6156,ALG,TMX,2024-12-05,2024-12-05T15:05:00Z,Departure,1,SCT,73H
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:50:00Z,Arrival,4,SCT,737
AH,6254,ALG,ELU,2024-12-04,2024-12-04T08:05:00Z,Departure,1,SCT,736
SF,1919,HME,ALG,2024-12-04,2024-12-04T09:15:00Z,Arrival,1,SCT,738
AH,6409,ELG,ALG,2024-12-03,2024-12-03T20:38:00Z,Arrival,1,ONB,AT7
AH,4002,ALG,TUN,2024-12-04,2024-12-04T16:50:00Z,Departure,4,SCT,738
VY,7991,MRS,ALG,2024-12-04,2024-12-04T10:19:00Z,Arrival,4,SCT,320
SF,1919,HME,ALG,2024-12-04,2024-12-04T09:05:00Z,Arrival,1,SCT,738
AH,6234,ALG,TMR,2024-12-04,2024-12-04T22:00:00Z,Departure,1,SCT,738
AH,1003,CDG,ALG,2024-12-05,2024-12-05T13:30:00Z,Arrival,4,SCT,73H
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:30:00Z,Arrival,4,SCT,738
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,BST,738
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,OFB,320
SF,3019,SXB,ALG,2024-12-05,2024-12-05T14:00:00Z,Arrival,4,SCT,738
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
SF,1684,ALG,GHA,2024-12-04,2024-12-04T12:00:00Z,Departure,1,SCT,DH2
AH,1037,LYS,ALG,2024-12-04,2024-12-04T14:25:00Z,Arrival,4,SCT,320
TO,7261,ALG,ORY,2024-12-04,2024-12-04T17:30:00Z,Departure,4,SCT,73H
SF,1875,ORN,ALG,2024-12-04,2024-12-04T16:00:00Z,Arrival,1,SCT,738
TK,654,ALG,IST,2024-12-05,2024-12-05T17:35:00Z,Departure,4,SCT,32R
AF,1855,ALG,CDG,2024-12-04,2024-12-04T14:40:00Z,Departure,4,BST,32A
AH,5641,COO,ALG,2024-12-03,2024-12-03T19:30:00Z,Arrival,0,SCT,738
AH,1024,ALG,MRS,2024-12-03,2024-12-03T17:45:00Z,Departure,4,SCT,738
AH,3015,IST,ALG,2024-12-04,2024-12-04T07:23:00Z,Arrival,4,LAN,320
AH,1005,ORY,ALG,2024-12-03,2024-12-03T18:32:00Z,Arrival,4,ONB,332
SF,1101,HME,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
XY,662,ALG,MED,2024-12-04,2024-12-04T17:35:00Z,Departure,1,SCT,333
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
AH,6176,ALG,AAE,2024-12-04,2024-12-04T13:30:00Z,Departure,1,BST,AT7
AH,2062,ALG,BRU,2024-12-04,2024-12-04T10:05:00Z,Departure,4,SCT,738
SF,1854,ALG,TMR,2024-12-04,2024-12-04T08:00:00Z,Departure,1,SCT,DH4
XY,661,JED,ALG,2024-12-04,2024-12-04T16:25:00Z,Arrival,1,SCT,333
AH,2004,ALG,ALC,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,738
AH,1004,ALG,ORY,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,330
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,SCT,738
IB,930,ALG,MAD,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,320
AH,6234,ALG,TMR,2024-12-04,2024-12-04T22:00:00Z,Departure,1,SCT,738
AH,1008,ALG,ORY,2024-12-04,2024-12-04T18:35:00Z,Departure,4,SCT,738
LH,1317,ALG,FRA,2024-12-04,2024-12-04T13:40:00Z,Departure,4,SCT,320
AH,6043,BSK,ALG,2024-12-04,2024-12-04T19:10:00Z,Arrival,1,SCT,736
AH,1071,MPL,ALG,2024-12-03,2024-12-03T17:47:00Z,Arrival,4,ONB,736
AH,3015,IST,ALG,2024-12-04,2024-12-04T03:10:00Z,Arrival,4,SCT,320
AF,1655,ALG,CDG,2024-12-03,2024-12-03T19:15:00Z,Departure,4,SCT,223
AF,1355,ALG,CDG,2024-12-05,2024-12-05T06:05:00Z,Departure,4,SCT,32A
AH,6181,ORN,ALG,2024-12-04,2024-12-04T10:06:00Z,Arrival,1,ONB,AT7
TK,652,ALG,IST,2024-12-04,2024-12-04T11:40:00Z,Departure,4,SCT,32R
VY,7477,ALG,BCN,2024-12-05,2024-12-05T15:10:00Z,Departure,4,SCT,32N
AH,6157,TMX,ALG,2024-12-04,2024-12-04T12:45:00Z,Arrival,1,SCT,AT7
TU,374,TUN,ALG,2024-12-04,2024-12-04T13:36:00Z,Arrival,4,LAN,320
AH,6150,CBH,ALG,2024-12-04,2024-12-04T01:52:00Z,Arrival,1,ONB,736
V7,2438,BOD,ALG,2024-12-04,2024-12-04T08:43:00Z,Arrival,4,ONB,320
AH,1074,ALG,LIL,2024-12-04,2024-12-04T08:00:00Z,Departure,4,OFB,738
TK,652,ALG,IST,2024-12-04,2024-12-04T11:40:00Z,Departure,4,SCT,32R
V7,2438,BOD,ALG,2024-12-04,2024-12-04T09:10:00Z,Arrival,4,SCT,320
AH,1008,ALG,ORY,2024-12-03,2024-12-03T18:35:00Z,Departure,4,SCT,738
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:31:00Z,Arrival,4,ONB,737
AH,6254,ALG,ELU,2024-12-04,2024-12-04T08:05:00Z,Departure,1,BST,736
SF,1123,HME,ALG,2024-12-04,2024-12-04T14:40:00Z,Arrival,1,SCT,738
AH,6257,CZL,ALG,2024-12-05,2024-12-05T17:50:00Z,Arrival,1,SCT,AT7
AH,6160,ALG,TMX,2024-12-03,2024-12-03T23:10:00Z,Departure,1,SCT,736
AH,6236,ALG,GHA,2024-12-03,2024-12-03T21:30:00Z,Departure,1,SCT,737
AH,3017,IST,ALG,2024-12-04,2024-12-04T17:55:00Z,Arrival,4,SCT,738
AH,1036,ALG,LYS,2024-12-04,2024-12-04T09:30:00Z,Departure,4,SCT,320
AH,3017,IST,ALG,2024-12-04,2024-12-04T17:55:00Z,Arrival,4,SCT,738
AH,3001,SVO,ALG,2024-12-04,2024-12-04T07:35:00Z,Arrival,4,SCT,738
AF,1554,CDG,ALG,2024-12-04,2024-12-04T10:17:00Z,Arrival,4,ONB,320
AH,6238,ALG,TMR,2024-12-03,2024-12-03T22:00:00Z,Departure,1,SCT,738
AH,2062,ALG,BRU,2024-12-04,2024-12-04T10:05:00Z,Departure,4,SCT,738
AH,5010,ALG,DSS,2024-12-03,2024-12-03T20:30:00Z,Departure,4,BST,738
AH,5325,NIM,ALG,2024-12-05,2024-12-05T05:00:00Z,Arrival,4,SCT,736
AH,1000,ALG,CDG,2024-12-04,2024-12-04T10:35:00Z,Departure,4,GCL,736
AH,1008,ALG,ORY,2024-12-04,2024-12-04T18:35:00Z,Departure,4,SCT,738
AH,5322,ALG,OUA,2024-12-04,2024-12-04T20:55:00Z,Departure,4,SCT,736
AH,5324,ALG,NIM,2024-12-04,2024-12-04T20:35:00Z,Departure,4,SCT,736
AH,6170,ALG,AAE,2024-12-04,2024-12-04T07:00:00Z,Departure,1,SCT,AT7
TK,651,IST,ALG,2024-12-04,2024-12-04T10:31:00Z,Arrival,4,SCT,738
AF,1554,CDG,ALG,2024-12-04,2024-12-04T10:25:00Z,Arrival,4,SCT,320
AH,1217,ETZ,ALG,2024-12-04,2024-12-04T15:30:00Z,Arrival,4,SCT,320
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:24:00Z,Arrival,1,ONB,736
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
AH,6177,AAE,ALG,2024-12-04,2024-12-04T14:50:00Z,Arrival,1,SCT,AT7
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
AH,6051,BJA,ALG,2024-12-04,2024-12-04T15:35:00Z,Arrival,1,SCT,738
AH,1214,ALG,CDG,2024-12-04,2024-12-04T13:15:00Z,Departure,4,SCT,736
SF,3000,ALG,CDG,2024-12-04,2024-12-04T17:00:00Z,Departure,4,SCT,738
BA,2816,LGW,ALG,2024-12-04,2024-12-04T12:33:00Z,Arrival,4,SCT,320
AH,6026,ALG,CZL,2024-12-03,2024-12-03T19:00:00Z,Departure,1,OFB,738
SF,1684,ALG,GHA,2024-12-04,2024-12-04T12:00:00Z,Departure,1,SCT,DH2
AH,2070,ALG,FRA,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,736
AH,1000,ALG,CDG,2024-12-04,2024-12-04T10:30:00Z,Departure,4,SCT,736
AH,6171,AAE,ALG,2024-12-04,2024-12-04T10:00:00Z,Arrival,1,ONB,AT7
SF,1859,TMR,ALG,2024-12-04,2024-12-04T00:30:00Z,Arrival,1,DEL,738
AH,6146,ALG,TIN,2024-12-04,2024-12-04T23:55:00Z,Departure,1,SCT,738
SF,2320,ALG,AZR,2024-12-04,2024-12-04T15:00:00Z,Departure,1,SCT,DH4
AH,3018,ALG,IST,2024-12-04,2024-12-04T22:40:00Z,Departure,4,SCT,332
AH,4064,ALG,AMM,2024-12-04,2024-12-04T15:25:00Z,Departure,4,SCT,738
TO,7323,ALG,MRS,2024-12-05,2024-12-05T10:25:00Z,Departure,4,SCT,73H
AH,1001,CDG,ALG,2024-12-03,2024-12-03T16:29:00Z,Arrival,4,ONB,738
SF,1918,ALG,HME,2024-12-04,2024-12-04T10:15:00Z,Departure,1,SCT,738
AH,1036,ALG,LYS,2024-12-05,2024-12-05T09:30:00Z,Departure,4,SCT,73H
AH,6289,TMR,ALG,2024-12-04,2024-12-04T11:55:00Z,Arrival,1,SCT,736
AH,1009,ORY,ALG,2024-12-04,2024-12-04T09:46:00Z,Arrival,4,ONB,738
AH,1075,LIL,ALG,2024-12-04,2024-12-04T21:25:00Z,Arrival,4,SCT,738
AH,1191,BOD,ALG,2024-12-03,2024-12-03T19:19:00Z,Arrival,4,ONB,738
AH,4002,ALG,TUN,2024-12-04,2024-12-04T16:50:00Z,Departure,4,SCT,73H
AH,6070,ALG,LOO,2024-12-04,2024-12-04T11:10:00Z,Departure,1,SCT,AT7
AH,6234,ALG,TMR,2024-12-04,2024-12-04T22:00:00Z,Departure,1,SCT,738
AF,1554,CDG,ALG,2024-12-04,2024-12-04T10:17:00Z,Arrival,4,ONB,320
AH,6200,ALG,GHA,2024-12-05,2024-12-05T18:55:00Z,Departure,1,SCT,AT7
AH,6181,ORN,ALG,2024-12-04,2024-12-04T10:06:00Z,Arrival,1,ONB,AT7
AH,1003,CDG,ALG,2024-12-04,2024-12-04T13:30:00Z,Arrival,4,SCT,738
SF,1501,HRM,ALG,2024-12-04,2024-12-04T09:30:00Z,Arrival,1,SCT,DH2
LH,1316,FRA,ALG,2024-12-04,2024-12-04T12:24:00Z,Arrival,4,SCT,320
AH,6191,CZL,ALG,2024-12-04,2024-12-04T09:47:00Z,Arrival,1,ONB,AT7
AH,1010,ALG,ORY,2024-12-04,2024-12-04T09:50:00Z,Departure,4,OFB,738
SV,343,JED,ALG,2024-12-03,2024-12-03T21:15:00Z,Arrival,1,ONB,777
AH,6106,ALG,ORN,2024-12-03,2024-12-03T20:45:00Z,Departure,1,SCT,738
SF,1802,ALG,HME,2024-12-03,2024-12-03T18:15:00Z,Departure,1,BST,738
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,GCL,320
AF,1154,CDG,ALG,2024-12-05,2024-12-05T01:50:00Z,Arrival,4,SCT,319
AH,3017,IST,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,738
TO,7300,NTE,ALG,2024-12-03,2024-12-03T18:15:00Z,Arrival,4,ONB,737
AH,2070,ALG,FRA,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,736
AH,6185,ORN,ALG,2024-12-04,2024-12-04T02:15:00Z,Arrival,1,DEL,AT7
SF,1961,ORN,ALG,2024-12-04,2024-12-04T12:00:00Z,Arrival,1,DEL,738
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:31:00Z,Arrival,4,ONB,737
V7,2439,ALG,BOD,2024-12-04,2024-12-04T10:10:00Z,Departure,4,SCT,320
AH,5011,DSS,ALG,2024-12-04,2024-12-04T06:25:00Z,Arrival,4,SCT,738
AH,6150,ALG,TIN,2024-12-03,2024-12-03T19:30:00Z,Departure,1,BST,736
AH,6238,GHA,ALG,2024-12-04,2024-12-04T04:15:00Z,Arrival,1,ONB,738
TK,653,IST,ALG,2024-12-04,2024-12-04T16:40:00Z,Arrival,4,SCT,78D
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
AH,2015,BCN,ALG,2024-12-03,2024-12-03T19:50:00Z,Arrival,4,ONB,737
AH,6150,CBH,ALG,2024-12-04,2024-12-04T01:52:00Z,Arrival,1,ONB,736
AH,4002,ALG,TUN,2024-12-04,2024-12-04T16:50:00Z,Departure,4,SCT,738
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
AH,6192,ALG,CZL,2024-12-03,2024-12-03T20:30:00Z,Departure,1,SCT,AT7
AH,2055,LHR,ALG,2024-12-03,2024-12-03T17:27:00Z,Arrival,4,ONB,332
AH,3017,IST,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,738
AH,1071,MPL,ALG,2024-12-03,2024-12-03T17:47:00Z,Arrival,4,ONB,736
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:35:00Z,Departure,4,OFB,738
AH,1074,ALG,LIL,2024-12-04,2024-12-04T08:00:00Z,Departure,4,SCT,738
SF,1979,BJA,ALG,2024-12-04,2024-12-04T13:10:00Z,Arrival,1,SCT,DH4
AH,1010,ALG,ORY,2024-12-04,2024-12-04T09:10:00Z,Departure,4,SCT,73H
LH,1316,FRA,ALG,2024-12-04,2024-12-04T12:20:00Z,Arrival,4,SCT,321
AH,3014,ALG,IST,2024-12-03,2024-12-03T20:00:00Z,Departure,4,BST,320
AH,2004,ALG,ALC,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,738
AH,1071,MPL,ALG,2024-12-03,2024-12-03T17:47:00Z,Arrival,4,ONB,736
AH,4003,TUN,ALG,2024-12-03,2024-12-03T19:49:00Z,Arrival,4,LAN,736
TK,651,IST,ALG,2024-12-04,2024-12-04T10:45:00Z,Arrival,4,SCT,32R
SV,340,ALG,JED,2024-12-04,2024-12-04T15:30:00Z,Departure,1,SCT,773
SF,1858,ALG,TMR,2024-12-03,2024-12-03T19:00:00Z,Departure,1,OFB,738
AH,4062,ALG,DXB,2024-12-05,2024-12-05T22:05:00Z,Departure,4,SCT,332
SF,2320,ALG,AZR,2024-12-04,2024-12-04T15:00:00Z,Departure,1,SCT,DH4
AF,1655,ALG,CDG,2024-12-04,2024-12-04T19:15:00Z,Departure,4,SCT,320
AH,1003,CDG,ALG,2024-12-04,2024-12-04T13:32:00Z,Arrival,4,ONB,738
5O,271,CDG,ALG,2024-12-04,2024-12-04T16:25:00Z,Arrival,4,SCT,73H
SF,1874,ALG,ORN,2024-12-04,2024-12-04T08:30:00Z,Departure,1,SCT,738
AF,1654,CDG,ALG,2024-12-04,2024-12-04T17:55:00Z,Arrival,4,SCT,320
AH,6220,ALG,OGX,2024-12-04,2024-12-04T22:40:00Z,Departure,1,SCT,AT7
SF,1122,ALG,HME,2024-12-04,2024-12-04T11:45:00Z,Departure,1,OFB,738
TK,652,ALG,IST,2024-12-04,2024-12-04T11:55:00Z,Departure,4,DEL,738
SV,341,JED,ALG,2024-12-04,2024-12-04T13:12:00Z,Arrival,1,ONB,777
AH,3015,IST,ALG,2024-12-04,2024-12-04T07:23:00Z,Arrival,4,ONB,320
TO,7260,ORY,ALG,2024-12-04,2024-12-04T09:35:00Z,Arrival,4,LAN,738
AH,6194,ALG,CZL,2024-12-04,2024-12-04T17:55:00Z,Departure,1,SCT,AT7
AH,6180,ALG,ORN,2024-12-04,2024-12-04T07:00:00Z,Departure,1,OFB,AT7
AH,1045,TLS,ALG,2024-12-03,2024-12-03T20:01:00Z,Arrival,4,ONB,736
AH,1005,ORY,ALG,2024-12-04,2024-12-04T18:05:00Z,Arrival,4,SCT,330
AH,6238,GHA,ALG,2024-12-04,2024-12-04T05:10:00Z,Arrival,1,SCT,738
AH,6039,BLJ,ALG,2024-12-04,2024-12-04T18:00:00Z,Arrival,1,SCT,738
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,SCT,738
AH,5010,ALG,DSS,2024-12-03,2024-12-03T20:10:00Z,Departure,4,SCT,738
AH,3015,IST,ALG,2024-12-04,2024-12-04T03:10:00Z,Arrival,4,SCT,320
LH,1317,ALG,FRA,2024-12-04,2024-12-04T13:40:00Z,Departure,4,SCT,320
SF,3000,ALG,CDG,2024-12-04,2024-12-04T17:00:00Z,Departure,4,SCT,738
AH,1037,LYS,ALG,2024-12-03,2024-12-03T20:40:00Z,Arrival,4,SCT,738
AH,6050,ALG,BJA,2024-12-03,2024-12-03T19:00:00Z,Departure,1,GCL,738
AH,3019,IST,ALG,2024-12-04,2024-12-04T07:50:00Z,Arrival,4,ONB,332
AH,2015,BCN,ALG,2024-12-03,2024-12-03T19:50:00Z,Arrival,4,ONB,737
AH,6194,ALG,CZL,2024-12-04,2024-12-04T17:55:00Z,Departure,1,SCT,AT7
AH,6181,ORN,ALG,2024-12-04,2024-12-04T10:06:00Z,Arrival,1,ONB,AT7
AH,1022,ALG,MRS,2024-12-04,2024-12-04T08:00:00Z,Departure,4,SCT,738
AH,5641,COO,ALG,2024-12-03,2024-12-03T19:34:00Z,Arrival,0,ONB,738
AF,1654,CDG,ALG,2024-12-03,2024-12-03T18:00:00Z,Arrival,4,ONB,223
